review_description,rating,review_date,preprocessing_review_description,gpt4o_scores,gpt4o_tendency
"After the recent update I can't scroll to the next reel after watching one. I have to go back and then click the next reel. I don't know why I'm experiencing this issue. I tried reinstalling the app twice and the same problem continues. 1st use has no problems, but after that it creates the problem of not being able to scroll to the next reel. Please look into this..................",3,2023/5/21 09:04,recent update scroll next reel watching one go back click next reel know experiencing issue tried reinstalling app twice problem continues 1st use problems creates problem able scroll next reel please look,-0.5,Negative
I've been using this app for a long time and it's good for communicating with your friends and pretty much nothing else. As an artist I'm constantly fighting the algorithm to get any of my posts to show to anyone. Nothing but reels are being promoted and they constantly change the layout of the app in confusing manners.,2,2023/7/4 19:22,using app long time good communicating friends pretty much nothing else artist constantly fighting algorithm get posts show anyone nothing reels promoted constantly change layout app confusing manners,-0.5,Negative
"At first I was very iffy in Instagram, just always doing pictures and no text based posts. But this made me wanna take more photos and I've had a lot of fun with fan pages. I would've said my only complaint was that they changed it to where the posts only said they were made weeks ago and that made it confusing, but they've since fixed it.",5,2023/7/12 15:38,first iffy instagram always pictures text based posts made wan na take photos lot fun fan pages would said complaint changed posts said made weeks ago made confusing since fixed,0.1,Neutral
"So now I can tag on previous reels but can't upload any new reels from the phone or other apps (ex:tiktok share). You fix one issue, and 10 more come along. What's next?鈭?..Cant tag anyone in Reel, crashes during reel upload. I'm REALLY getting fed up with Meta and IG. not to mention trying to force ""threads"" down my throat! The constant crashes, eating battery life, and still going from 855mb to 32gb all extremely unacceptable and damaging to phone ...ready to call it quits",1,2023/7/11 20:27,tag previous reels upload new reels phone apps ex tiktok share fix one issue 10 come along next cant tag anyone reel crashes reel upload really getting fed meta ig mention trying force threads throat constant crashes eating battery life still going 855mb 32gb extremely unacceptable damaging phone ready call quits,-0.8,Negative
My Instagram app is not working properly. It automatically switches off as soon as I open it and works after trying for more than 20-30 times. It does not even have the same features as of the lastest Instagram updates when it works. Please see to it and resolve as soon as possible. My phone is OnePlus Nord CE2,1,2023/7/9 03:52,instagram app working properly automatically switches soon open works trying 20 30 times even features lastest instagram updates works please see resolve soon possible phone oneplus nord ce2,-0.5,Negative
"Totally disappointed by it's over loaded features.. Missing old Instagram... I'm not able to wwtch reels, not able to react to the texts not able to drag the text and the chat themes option is not at all available..please have a look on that..",1,2023/7/26 11:57,totally disappointed loaded features missing old instagram able wwtch reels able react texts able drag text chat themes option available please look,-0.8,Negative
"the new update makes it difficult for artists and new accounts to get any sort of traction, posts don't load or won't upload sometimes with no explanation other than ""it's not working right now"", sometimes the screen changes from dark to light mode randomly, messages don't load/show when you click on a notification, this app is just not fun anymore.",1,2023/6/29 01:34,new update makes difficult artists new accounts get sort traction posts load upload sometimes explanation working right sometimes screen changes dark light mode randomly messages load show click notification app fun anymore,-0.8,Negative
"It's cool, but on my cell phone (android) sometimes it bugs. I have on my normal system light mode and on Instagram dark mode. But sometimes it's on light mode anyway. Not everything, sometimes it's my feed, somethimes my profile. It's really annoying and if I want to fix it, I have to close the app and open it again.",3,2023/7/7 19:10,cool cell phone android sometimes bugs normal system light mode instagram dark mode sometimes light mode anyway everything sometimes feed somethimes profile really annoying want fix close app open,-0.5,Negative
Getting worse after each update I can't even properly use it so much lags and bugs. Problem 1- Not able to add songs on notes. 2- Very much lag problem. 3 - least optimization. 4- Getting messages notification very late in gap of between 2-3 hrs. Please resolve it as soon as possible. Worst app I have ever used. WhatsApp and Youtube are far more better than this!!,1,2023/7/9 08:46,getting worse update even properly use much lags bugs problem 1 able add songs notes 2 much lag problem 3 least optimization 4 getting messages notification late gap 2 3 hrs please resolve soon possible worst app ever used whatsapp youtube far better,-0.9,Negative
"this app is specifically designed to be useless if you ever go viral. firstly they only ever show you the last 6 hours worth of notifications, which is entirely useless, and then they're notification filter doesn't work 90% of the time. You ask it to show you nothing but comments, and it shows you a blank screen. The engineers that work at this place probably tell people that they work somewhere else",1,2023/7/18 13:40,app specifically designed useless ever go viral firstly ever show last 6 hours worth notifications entirely useless notification filter work 90 time ask show nothing comments shows blank screen engineers work place probably tell people work somewhere else,-0.9,Negative
"App has had a large number of bugs and currently is not working at all: app will randomly switch between light and dark mode, opening comments on reels or any post will occasionally crash the app, as of 7/8/23 the app is currently unusable as it instantly crashes at open. Clearing cache or restarting phone and reinstalling app has not worked.",1,2023/7/9 12:33,app large number bugs currently working app randomly switch light dark mode opening comments reels post occasionally crash app 7 8 23 app currently unusable instantly crashes open clearing cache restarting phone reinstalling app worked,-0.8,Negative
"Hello, this is a great app. But I've been experiencing a glitch. From some days I'm not able to see my texts on Instagram. I get notifications. But when I open them I can't see the texts or anything. Same with reels. I get the notification but when I open it it isn't there. Do something. Regards.",5,2023/7/14 05:13,hello great app experiencing glitch days able see texts instagram get notifications open see texts anything reels get notification open something regards,-0.2,Negative
"I hope one of these days we could see an update where users can create story without publishing its status immediately, but letting it pile up to become a compiled story highlight before we get to publish it, but this time, we get to chose if its appearance will only be available particularly on our profile page only, and not for the home page for everyone to see (having story highlights as an option for publishing stories on home page would be a great idea, too!).",5,2023/7/22 15:52,hope one days could see update users create story without publishing status immediately letting pile become compiled story highlight get publish time get chose appearance available particularly profile page home page everyone see story highlights option publishing stories home page would great idea,0.5,Positive
I'm having major issues and it seems everyone else is too. App is literally unusable. Just yesterday it stopped working. Open the app crash. Open again crash. Click on message notification I can see it for a second then crashes. Seems like everyone is having this issue too,1,2023/7/20 08:54,major issues seems everyone else app literally unusable yesterday stopped working open app crash open crash click message notification see second crashes seems like everyone issue,-0.8,Negative
Instagram doesnt work for me yesterday it worked today it doesnt. After this update and before it it just kept crashing. I restarted my phone twice and cleared the cache for instagram like 5 times but it keeps on coming back. It tells me their is a bug and I have to wait until the creater makes a update to fix the bug. Sooo I cant even use it right now. I dont see any other update right now so PLEASE fix this app. Thank you!,1,2023/7/7 09:21,instagram doesnt work yesterday worked today doesnt update kept crashing restarted phone twice cleared cache instagram like 5 times keeps coming back tells bug wait creater makes update fix bug sooo cant even use right dont see update right please fix app thank,-0.8,Negative
"Suddenly, the app has started immediately crashing as I open my art acct (it has been doing this for the last two days). I've tried reinstalling it (three times) but it still does the same thing although it'll let me use my personal acct no problem yet the minute I try to log into my art acct, it immediately crashes and says ""IG cannot open"". It wouldn't even give the option to switch back to my other acct either.",2,2023/7/9 15:26,suddenly app started immediately crashing open art acct last two days tried reinstalling three times still thing although let use personal acct problem yet minute try log art acct immediately crashes says ig open even give option switch back acct either,-0.8,Negative
"Hey, it's me again. Well, I tried logging in through Chrome the app itself, it's hundred times better I would say. But it's impossible to refresh the pages, be it home page or explore page. And I don't think so it's an internet problem. I aplogize for complaining and whinning so much but can't help it.",3,2023/7/19 22:45,hey well tried logging chrome app hundred times better would say impossible refresh pages home page explore page think internet problem aplogize complaining whinning much help,-0.5,Negative
"Okay look, I love using instagram, it's a great app. However, I just wanted to suggest an option where we could block the reels section after a certain time limit set by the user. Having an option to block not the posts but only reels section would really help me and a lot more people who use instagram in a more healthy way. I hope you take this suggestion to create a more happy environment on the app.",4,2023/7/17 11:29,okay look love using instagram great app however wanted suggest option could block reels section certain time limit set user option block posts reels section would really help lot people use instagram healthy way hope take suggestion create happy environment app,0.5,Positive
The app has been crashing and closing itself all day. My phone tells me a bug was detected and to download the updated version of the app. I checked and there is none. I have deleted and downloaded the app again and it still crashes and closes itself out. How can I fix this?!,1,2023/7/9 14:06,app crashing closing day phone tells bug detected download updated version app checked none deleted downloaded app still crashes closes fix,-0.8,Negative
"I can't access my account!! This is ridiculous! I forgot the password..keeps sending the login code to my old email and phone number The account is connected to my Facebook account, but I still can't open it Asked to send a video selfie to match it with my photos, but every time i press submit to upload the video, it gives me an error!!!",1,2023/7/7 01:22,access account ridiculous forgot password keeps sending login code old email phone number account connected facebook account still open asked send video selfie match photos every time press submit upload video gives error,-0.8,Negative
"Recently, I have posted 3 Reels. They aren't getting the plays that they used to get, so now there are less views. Also, the resolution quality is very poor. I went into settings and optimized the apearance and it did nothing to improve the quality.",3,2023/7/10 19:33,recently posted 3 reels getting plays used get less views also resolution quality poor went settings optimized apearance nothing improve quality,-0.5,Negative
"I'm really struggling with this app atm it won't let me save photos taken on my story camera and it's starting to really annoy me. It's been months now I've had to screenshot thw photos killing the quality. The app is up to date. I have loads of storage. Ive uninstalled and installed again, It's not a problem on my end.",1,2023/7/22 13:43,really struggling app atm let save photos taken story camera starting really annoy months screenshot thw photos killing quality app date loads storage ive uninstalled installed problem end,-0.8,Negative
"DM's won't delete. Can't filter notifications. I try to pin reels but they don't stay pinned. I can't filter my notifications bc they freeze. Can't see what I'm typing in comments. Posts on people's pages & mine aren't visible. Says there's 100 but it's only showing like 9/13 then black below it. I can't report a problem bc it says ""error, report cannot be submitted"". Fix it please, it's all very frustrating.",2,2023/7/22 05:21,dm delete filter notifications try pin reels stay pinned filter notifications bc freeze see typing comments posts people pages mine visible says 100 showing like 9 13 black report problem bc says error report submitted fix please frustrating,-0.7,Negative
Doesn't work very well on fold 4 Can't edit pictures when fold 4 is on bigger screen as doesn't allow you to click the tick to move on. Also doesn't let you add your pic to the screen properly when adding more than 1 pic it crops of a black line to one side. Used to work okayish till the latest update. But even then needed improvement,1,2023/7/23 21:41,work well fold 4 edit pictures fold 4 bigger screen allow click tick move also let add pic screen properly adding 1 pic crops black line one side used work okayish till latest update even needed improvement,-0.2,Negative
"Hope this request reaches you well. Can you please ?? add album options to the Instagram story for Android users. I have over 10,000 photos in my gallery. If I want to add old photos to my ig story, i have to scroll up and down the photos to get the right one. If one wrong press, then have to start all again. Why can't the photo album start from where i left from? This hurts my fingers. Please bring that options back????????",1,2023/7/17 01:21,hope request reaches well please add album options instagram story android users 10 000 photos gallery want add old photos ig story scroll photos get right one one wrong press start photo album start left hurts fingers please bring options back,0.1,Neutral
"It is very glitchy and buggy. Today July 10 2023 I opened my instagram and texted my peers , I could see them typing but I got no messages. I waited for a few hours but there was no reply at all. They all received my messages and they replied to them but I couldn't see it. So I reinstalled the app hoping for everything to get fixed but instead I lost all my message history and I could no longer view my older messages. This was a bad bad experience. Pls consider actually helping your users.",1,2023/7/10 11:53,glitchy buggy today july 10 2023 opened instagram texted peers could see typing got messages waited hours reply received messages replied see reinstalled app hoping everything get fixed instead lost message history could longer view older messages bad bad experience pls consider actually helping users,-0.8,Negative
"Change to tag filters has ruined my experience. Cannot find recent posts or even have the option to filter by date anymore. Prevents me from finding and following the sort of content I'm looking for. That's not even mentioning the many, many bugs the app is riddled with. Or the bot/spam problems.",1,2023/7/16 15:11,change tag filters ruined experience find recent posts even option filter date anymore prevents finding following sort content looking even mentioning many many bugs app riddled bot spam problems,-0.8,Negative
Keeps crashing all the time. Very much glitches. Not recommended at all. Not safe. Destroys your phone performances. Makes your RAM work bad. Bigs are not being resolved. feeds are not good. Related searchs are most of the time are useless. It keeps hearing your voice. Uses your data.,1,2023/7/9 06:41,keeps crashing time much glitches recommended safe destroys phone performances makes ram work bad bigs resolved feeds good related searchs time useless keeps hearing voice uses data,-0.8,Negative
"The recent changes has made it quiet hard to use, I'm an artist I make art but this app has made it harder for all the small businesses, the reels has ruined it all, and it's loaded with adds now. And what's with the often changes in tools here and there, this used to be an amazing app..but turned into a headache honestly",1,2023/7/25 01:17,recent changes made quiet hard use artist make art app made harder small businesses reels ruined loaded adds often changes tools used amazing app turned headache honestly,-0.8,Negative
I can't believe they removed the recent hashtags! As a small artist it helped finding other accts that like similar stuff and now the accts/artists that are already popular are just getting more attention/popular. Bring back the hashtags! Also the reels option keeps messing up. The transitions only work once in awhile and not for every slide. It also keeps stopping and glitching when I'm trying to edit the reel. Hopefully they'll fix these problems soon or they're going to lose more accounts.,1,2023/7/20 20:02,believe removed recent hashtags small artist helped finding accts like similar stuff accts artists already popular getting attention popular bring back hashtags also reels option keeps messing transitions work awhile every slide also keeps stopping glitching trying edit reel hopefully fix problems soon going lose accounts,-0.6,Negative
"I haven't been able to access the app at all for the last couple of days. Crashes when I try to open it. Even before the app stopped working entirely, it was a dumpster fire. Little to no moderation most of the time, over-moderation at other times. 75% of the ads I see are blatant scams. Bots everywhere. I haven't even mentioned the toxic communities that lurk there. Meta/Facebook is an awful company too, if that helps.",1,2023/7/9 16:59,able access app last couple days crashes try open even app stopped working entirely dumpster fire little moderation time moderation times 75 ads see blatant scams bots everywhere even mentioned toxic communities lurk meta facebook awful company helps,-1,Negative
"What happened to the selection of photos whenever I make a story? It repeats the same picture (thumbnail) from the previous pictures, that's why whenever I click on a picture (because I'm making a story), it's the wrong picture. I can't make stories efficiently like this. What can you do?",1,2023/7/23 09:52,happened selection photos whenever make story repeats picture thumbnail previous pictures whenever click picture making story wrong picture make stories efficiently like,-0.5,Negative
"Horrible app. My wife and I have the exact same phone OnePlus 10T on the latest software version. She can have emoji reactions and ""reply"" to specific messages in dm's I cannot. I have tried reinstalling, clearing cache/data, force stopping the app. And still I have less features than someone with the exact same phone/version of Android.",1,2023/7/15 10:07,horrible app wife exact phone oneplus 10t latest software version emoji reactions reply specific messages dm tried reinstalling clearing cache data force stopping app still less features someone exact phone version android,-0.9,Negative
Well. This app was going well until it just stopped opening since yesterday. It says that it has some kind of bug in it nad try upgrading the app. Well I've upgraded it but still it says it has some kind of bug. Please fixing this app. I'm sick of it. I've tried uninstalling it and then reinstalling it two times but still it closes immediately after opening it. Please fix it immediately ??,2,2023/7/9 18:52,well app going well stopped opening since yesterday says kind bug nad try upgrading app well upgraded still says kind bug please fixing app sick tried uninstalling reinstalling two times still closes immediately opening please fix immediately,-0.8,Negative
"lately when i share posts it keeps sending posts to the wrong accounts. E.g. I share a post to a friend (I am sure i selected the correct profile), only to find out the post was sent to a different chat later. Please fix this bug! It has been happened continuously, multiple times in the past two months!",1,2023/7/9 15:37,lately share posts keeps sending posts wrong accounts g share post friend sure selected correct profile find post sent different chat later please fix bug happened continuously multiple times past two months,-0.8,Negative
Instagram is the best social media by far!! It has really gotten more features over the years. One thing I would add to the app is the ability to add text to photos in the editing part of posting. I think it would be beneficial for a lot of people and myself. But I love Instagram and it Is my favourite social media,5,2023/7/8 22:16,instagram best social media far really gotten features years one thing would add app ability add text photos editing part posting think would beneficial lot people love instagram favourite social media,0.8,Positive
"Hi Team, It is highly frustrating that Instagram eats up the battery too fast. Man! Its a just a social media application not even a game though!, to consume high usage of graphics and too much load on cpu. I just scroll on Reels mostly. But why?!. Firstly fix that, which is most appreciated. Rather than pushing the updates frequently without any information what the changes are made up. Thanks, Fayaz",1,2023/7/11 18:16,hi team highly frustrating instagram eats battery fast man social media application even game though consume high usage graphics much load cpu scroll reels mostly firstly fix appreciated rather pushing updates frequently without information changes made thanks fayaz,-0.7,Negative
"STILL STRETCHES!-UPDATE: I did the latest update & now still photos often stretch/distort & filters won't work. Been a few weeks & a couple updates. IT IS STILL HAVING ISSUES. WHY?!?! Now when i try to post, it tells me i cant continue editing my photo & then freezes.HELP!!!!! -LOVE this app, but weeks of issues now. it freezes & closes constantly. Every day for a few weeks now. I've done the update. It's just having serious issues lately & I have never had these issue with IG. PLEASE FIX!!!",1,2023/7/6 14:22,still stretches update latest update still photos often stretch distort filters work weeks couple updates still issues try post tells cant continue editing photo freezes help love app weeks issues freezes closes constantly every day weeks done update serious issues lately never issue ig please fix,-0.8,Negative
"I have 3 instagram accounts. 2 work normally but the third doesnt show dms. They keep loading forever. I've tried logging in from another phone but still doesnt work. Only way is from my PC. This is a very annoying issue i have been experiencing the last month. As i said, i cannot see any messages that have been sent to me, but i can send to others only if i search up their account. Will update to 5 star if this fixed. Account: @dimis_sw",1,2023/7/25 21:16,3 instagram accounts 2 work normally third doesnt show dms keep loading forever tried logging another phone still doesnt work way pc annoying issue experiencing last month said see messages sent send others search account update 5 star fixed account dimis_sw,-0.5,Negative
"This app is sooo slow to load and won't refresh the page. When trying to read comments, it is nearly impossible as the background is white and the font is a pale grey. As for trying to write comments, it is impossible with a black background and black font. Tried uninstalling and re installing the app and it's no better.",1,2023/7/9 09:41,app sooo slow load refresh page trying read comments nearly impossible background white font pale grey trying write comments impossible black background black font tried uninstalling installing app better,-0.8,Negative
"The app has been amazing. But recently, once I open the app, it always shows ""Instagram has stopped"" and it closes automatically. I restarted my phone a thousand and one times, updated the app, and even deleted and reinstalled it. Same damn thing still happens!!",1,2023/7/9 20:38,app amazing recently open app always shows instagram stopped closes automatically restarted phone thousand one times updated app even deleted reinstalled damn thing still happens,-0.8,Negative
"App not functioning properly. Just a black screen that says could not refresh feed. But when I search all the suggested posts are there. The app is updated. I would like to look at my feed as I always have. Please fix this as it's been going on for about a month, and my son is having the same problem with his account.",1,2023/7/14 17:59,app functioning properly black screen says could refresh feed search suggested posts app updated would like look feed always please fix going month son problem account,-0.5,Negative
"I wish they'd at least make suggested posts optional, and it seems the newest UI has reels in place of the upload media, and shopping where the notifications are. Unfortunately I use it as the primary place to put my sketchbook and WIPs online. It used to be the easiest for me to upload but it's just getting worse and worse. edit: uploading takes forever compared to the June 2020 version and the recent one requires me to reload my messages in order to actually see new ones",2,2023/7/22 23:41,wish least make suggested posts optional seems newest ui reels place upload media shopping notifications unfortunately use primary place put sketchbook wips online used easiest upload getting worse worse edit uploading takes forever compared june 2020 version recent one requires reload messages order actually see new ones,-0.8,Negative
"I've used this app for ages, but the change to the search where it no longer shows recent posts, but Recent Top Posts only is a severe drag. It's dreadful. It severely limits what I get to see, in a ""the rich get richer"" sort of move. I wanna enjoy art and other things the way I used to, but it's so incredibly limited now... PLEASE give the old Recent function back. We are begging.",2,2023/7/25 02:20,used app ages change search longer shows recent posts recent top posts severe drag dreadful severely limits get see rich get richer sort move wan na enjoy art things way used incredibly limited please give old recent function back begging,-0.8,Negative
"They haven't made featuress available for everyone and it's like they don't even read the reports we send them. They need to work on their communication with us, like for me example, I have tried every possible way to get guides snd notes and latest update but no avail. My other account fo have them but one of my account which is like a business account doesn't have them. Please work on this Instagram. Other that that, very good chatting experience as well as great posts and reels.",3,2023/7/23 13:35,made featuress available everyone like even read reports send need work communication us like example tried every possible way get guides snd notes latest update avail account fo one account like business account please work instagram good chatting experience well great posts reels,0.2,Positive
"Absolutely fine until the auto swipe feature. The whole format of insta has been a text image then video, now you have 3 sec before it auto swipes to next slide and even when you swipe back it will go to the next in 3 seconds. Absolutely garbage design and i cannot believe a team of people agreed this was good",1,2023/7/21 23:51,absolutely fine auto swipe feature whole format insta text image video 3 sec auto swipes next slide even swipe back go next 3 seconds absolutely garbage design believe team people agreed good,-0.8,Negative
As an artist I really enjoy the app but it's been crashing a lot lately. Closing as soon as I open it. I'm not sure if this is due to some sort of update that Instagram has done or what but they need to fix it. It's ridiculous to have these kinda problems with an app this well funded.,3,2023/7/10 04:23,artist really enjoy app crashing lot lately closing soon open sure due sort update instagram done need fix ridiculous kinda problems app well funded,-0.8,Negative
"This app is great to view pictures and videos on topics that interest you. My only problem is that if you want to look at someone's oldest postings, you have to continuously scroll down. Can you please add a sort function to this app to make it easier.",3,2023/7/24 13:10,app great view pictures videos topics interest problem want look someone oldest postings continuously scroll please add sort function app make easier,0.2,Positive
"I cannot recover my personal account. I know the password however I don't have access to my old phone number. When I use email to recover instead of logging me in automatically, it still prompts for an otp code. This is very frustrating. Now, I lost access to pictures I captured and stored on IG for years!!!! No one is responding when I am sending emails to the support!!!!",1,2023/7/16 01:24,recover personal account know password however access old phone number use email recover instead logging automatically still prompts otp code frustrating lost access pictures captured stored ig years one responding sending emails support,-0.8,Negative
"Okay so I've been having issues with it for a month now, like some parts of it would be on light mode till I exited the app and reopened it and it would go back to dark mode. Now I have 2 conversations with the same person and it is deleting ALL of the past conversations. I am not happy at all. Fix this.",1,2023/7/10 02:02,okay issues month like parts would light mode till exited app reopened would go back dark mode 2 conversations person deleting past conversations happy fix,-0.5,Negative
"This is the only social media app i use but I'm about to change to something else. It's so glitchy and laggy, themes in chats aren't working for me currently, I tried posting something weeks ago and it didn't work but the notification saying so hasn't left the top of my feed since. So many little but simple things need to be fixed, yet I feel like they update the most random unnecessary things.",2,2023/7/12 20:44,social media app use change something else glitchy laggy themes chats working currently tried posting something weeks ago work notification saying left top feed since many little simple things need fixed yet feel like update random unnecessary things,-0.8,Negative
"Using dark mode, the UI always glitches every use, changing some background to white, or text etc making the app unusable and unreadable can't see anything from the UI other than the post videos themselves. Have to completely close the app and reopen it for the dark theme UI to reset. Extremely bad design and bugs...",1,2023/7/19 15:09,using dark mode ui always glitches every use changing background white text etc making app unusable unreadable see anything ui post videos completely close app reopen dark theme ui reset extremely bad design bugs,-0.9,Negative
"Instagram is a great app But recently its just become to glitchy. The screen randomly goes from dark mode to completely white (avatars, post, stories) it randomly closes as soon as i open it. And i often have trouble with it not letting me post. I tried to check if i needed to update something but no. Up to date, just broken.",2,2023/7/9 02:53,instagram great app recently become glitchy screen randomly goes dark mode completely white avatars post stories randomly closes soon open often trouble letting post tried check needed update something date broken,-0.5,Negative
"I can no longer open the app anymore, it say's it has a bug, and i need to clear the cache or uninstall and reinstall the app, but none if it worked. I love instagram so much, and it just saddens me, that i can no longer use it anymore. I hope you could help me with this one. Thank you so much?????",2,2023/7/8 10:26,longer open app anymore say bug need clear cache uninstall reinstall app none worked love instagram much saddens longer use anymore hope could help one thank much,-0.5,Negative
"It was easy and uncomplicated but I am not sure it is anymore now, this is my new feeling about the app I couldn't download my favorite videos and photos anymore and I had lots of trouble verifying my accounts I hope they fix it up soon because I had no problems before. 11/22/22",5,2023/7/6 22:22,easy uncomplicated sure anymore new feeling app download favorite videos photos anymore lots trouble verifying accounts hope fix soon problems 11 22 22,-0.5,Negative
"I am unable to use the application properly as it consistently closes upon opening. Despite my attempts to resolve the issue by deleting the cache and data, as well as reinstalling the application, the problem persists. Regrettably, this indicates that the matter may be more intricate in nature and may necessitate further troubleshooting measures or assistance from the support team associated with the application.",1,2023/7/9 10:45,unable use application properly consistently closes upon opening despite attempts resolve issue deleting cache data well reinstalling application problem persists regrettably indicates matter may intricate nature may necessitate troubleshooting measures assistance support team associated application,-0.6,Negative
It's a great app when comes to connecting with people but otherwise it is barley good ton of bugs and the reels feature just does not show up and even of someone sends me a reel I can only watch that and not scroll further... it's really disappointing when this like that happen even after being reported multiple times.,2,2023/7/8 18:44,great app comes connecting people otherwise barley good ton bugs reels feature show even someone sends reel watch scroll really disappointing like happen even reported multiple times,-0.2,Negative
"Constant freezing, features disappear randomly then reappear after rebooting. Tried to update:froze. Tried to uninstall to reinstall: the uninstall has been going for the past 40 minutes! Rebooting phone multiple times has had no effect. Everything else on my phone works fine.",1,2023/7/17 20:10,constant freezing features disappear randomly reappear rebooting tried update froze tried uninstall reinstall uninstall going past 40 minutes rebooting phone multiple times effect everything else phone works fine,-0.8,Negative
"The deactivating of accounts randomly was one bug that was yet to be fixed and there rises another bug regarding themes. Whatever theme is being kept in the dm it keeps redirecting back to the default theme for no reason, it's more like you are just unable to change the theme at will and continue keeping it because within a period of a day or two it's changing back to default on it's own.",1,2023/7/11 08:24,deactivating accounts randomly one bug yet fixed rises another bug regarding themes whatever theme kept dm keeps redirecting back default theme reason like unable change theme continue keeping within period day two changing back default,-0.8,Negative
"Constantly buggy. Will receive several messages in a conversation (seen thru notifications) and it will only display one. Force closing does nothing. Clearing cache broke the app so all I see now is an empty app. No content, nothing. Uninstalling. Embarrassing that such a huge corporation has such a bad product.",1,2023/7/10 01:03,constantly buggy receive several messages conversation seen thru notifications display one force closing nothing clearing cache broke app see empty app content nothing uninstalling embarrassing huge corporation bad product,-0.9,Negative
"Overall its a great app! The only major problem is the notification. Lately the notifications were not seen and i checked my personal settings and everything was regular, and a lot of people have the same problem so please fix that problem, thank u!",4,2023/7/11 03:26,overall great app major problem notification lately notifications seen checked personal settings everything regular lot people problem please fix problem thank,-0.2,Negative
"I've been using this app for so long, but now from the couple of months Instagram don't even bother to open, everytime it shows Instagram has stopped working and it returns me back to home screen. There is enough space in my phone, all other apps are working smoothly, I've updated and reinstalled this app multiple times, but this app isn't seeming to cooperate with me, Please resolve this!",1,2023/7/6 17:52,using app long couple months instagram even bother open everytime shows instagram stopped working returns back home screen enough space phone apps working smoothly updated reinstalled app multiple times app seeming cooperate please resolve,-0.8,Negative
"Every patch makes it buggier. I no longer receive notifications for dms and it constantly removes the post and send button so I can no longer do anything. Edit: App is still garbage in 2023. Algorithms make it where no one sees your post unless youre just talking about the same ""Trending"" garbage. Basic features are barely functional, if they are functional at all. Pretty good job so far.",1,2023/7/15 02:09,every patch makes buggier longer receive notifications dms constantly removes post send button longer anything edit app still garbage 2023 algorithms make one sees post unless youre talking trending garbage basic features barely functional functional pretty good job far,-0.8,Negative
"Dear team, Please note that IG reels has suddenly disappeared from my instgram dashboard and the reel button does not appear at all.  I have sent several reports in regards to this technical problem but with no success.  Awaiting your prompt response to fixing this issue. Kind regards, Saja",5,2023/7/21 12:02,dear team please note ig reels suddenly disappeared instgram dashboard reel button appear sent several reports regards technical problem success awaiting prompt response fixing issue kind regards saja,-0.2,Negative
"I can't report scam accounts because the person they are pretending to be does not show up. I have multiple cases where I've tried to report accounts for impersonating influencers and the like, but for some reason, I couldn't select the influencer's account in the drop-down menu. I type in the account username that is being impersonated but nothing shows up. If I remove the last letter of the username, a drop-down menu appears but none of the options is the account I want to put in.",3,2023/7/22 20:51,report scam accounts person pretending show multiple cases tried report accounts impersonating influencers like reason select influencer account drop menu type account username impersonated nothing shows remove last letter username drop menu appears none options account want put,-0.5,Negative
I do not have access to the music feature with Instagram notes. I have done everything I can think of to help myself. I'm frustrated and I will not redownload this app until I have access to the same feature everyone else has.,2,2023/7/14 19:28,access music feature instagram notes done everything think help frustrated redownload app access feature everyone else,-0.8,Negative
My account is not opening even after i have logged in. I tried logging in through other devices and only my account keeps closing itself automatically. All other second accounts are opening smoothly. But only my main account is not. Please fix this problem as soon as possible. There arr so many important data in my account. I cant afford to lose them. So please solve my issue asap.,1,2023/7/7 07:41,account opening even logged tried logging devices account keeps closing automatically second accounts opening smoothly main account please fix problem soon possible arr many important data account cant afford lose please solve issue asap,-0.8,Negative
"I absolutely love using it, but I wish Instagram let's us apply songs to the posts we upload when we login into our old account again and even to the old posts, it will be better if we can add songs and edit them as well whenever we want or add some photo slides to the old posts. Thank you! Hope this will be sorted as soon as possible",4,2023/7/25 07:37,absolutely love using wish instagram let us apply songs posts upload login old account even old posts better add songs edit well whenever want add photo slides old posts thank hope sorted soon possible,0.8,Positive
"It's not Instagram anymore, all they do is push reels to keep up with tiktok. Photos used to be its main purpose. Now it's just like Facebook and overfilled with useless features and terrible algorithms. Now my app keeps crashing everytime I open it and I can't do anything to fix it, great job Zuck!!!",1,2023/7/9 04:31,instagram anymore push reels keep tiktok photos used main purpose like facebook overfilled useless features terrible algorithms app keeps crashing everytime open anything fix great job zuck,-0.8,Negative
"It's pretty great. Although, the themes on messages disappeared. And messages is one of the main things I use the app for. There is no update to be installed, and I have uninstalled and reinstalled, still didn't fix it. If you can help I would be greatly appreciative.",1,2023/7/8 10:28,pretty great although themes messages disappeared messages one main things use app update installed uninstalled reinstalled still fix help would greatly appreciative,0.2,Positive
"It used to be amazing but as of today everytime I go to open the app it immediately closes. The only time it'll open is when I get a message. I can respond to it but nothing else. I've reset my phone, seen if I needed to update the app, and uninstalled and reinstalled it. Nothing is fixing this issue.",1,2023/7/9 06:45,used amazing today everytime go open app immediately closes time open get message respond nothing else reset phone seen needed update app uninstalled reinstalled nothing fixing issue,-0.8,Negative
"App keeps crashing, unintalling doesnt work neither does clearing the cache or restarting my phone something is wrong, plus all the scams in the app makes it not worth making an account. They need to take more serious the accounts that false advertise and all the gurus or pyramid schemes on the app. Its not a safe app to use, most of the content comes from other apps.",1,2023/7/9 19:41,app keeps crashing unintalling doesnt work neither clearing cache restarting phone something wrong plus scams app makes worth making account need take serious accounts false advertise gurus pyramid schemes app safe app use content comes apps,-1,Negative
